Inter_Arrival_Column,Total_Average_Waiting_Time,Worker_0_Average_Waiting_Time,Worker_1_Average_Waiting_Time,Worker_2_Average_Waiting_Time
inter_arrival_time_M_low,0.04631759664184685,0.0,0.005413111757165593,0.13494324170297636
inter_arrival_time_G_low,0.0,0.0,0.0,0.0
inter_arrival_time_M_near,0.27026717495875574,0.2099859061650524,0.6026423238261756,0.0
inter_arrival_time_G_near,0.0,0.0,0.0,0.0
inter_arrival_time_M_high,7.31039286810843,8.257297501882775,7.330397560923829,6.314789461707342
inter_arrival_time_G_high,1.1580480610494666,1.4921310565244261,0.9893285136890627,0.9825608857993061
inter_arrival_time_M_ultra,206.42170815192694,210.85527350353212,201.56376035325925,206.71174013378914
inter_arrival_time_G_ultra,196.96394190571266,201.86647649690408,193.51442245889507,195.36236510706036
