worker_id,submit_time,start_time,waiting_time
0,4.283981783428388,4.283981783428388,0.0
0,13.919631408043248,29.963277561702924,16.043646153659676
0,23.234482712531623,52.507517321148114,29.27303460861649
0,35.75923935573903,74.18552778486271,38.42628842912369
0,58.224878579739595,98.38342235807438,40.15854377833479
0,65.73400890755113,120.04033683065434,54.30632792310321
0,72.9104196086145,141.72819851163882,68.81777890302432
0,81.00346049428785,162.77582643751163,81.77236594322378
0,91.64332351518546,184.12092254880923,92.47759903362378
0,101.70259176283258,206.3509867024805,104.64839493964791
0,115.7825771436255,227.88673661474246,112.10415947111696
0,126.1887184998864,250.3388035130884,124.150085013202
0,130.86461848171564,271.95455859426517,141.08994011254953
0,136.47558070180372,293.65127895597476,157.17569825417104
0,145.8392564502441,314.26843927625674,168.42918282601264
0,157.7382967455279,337.00862119916934,179.27032445364145
0,163.87708649197143,358.0572891068842,194.18020261491276
0,172.00350659939235,380.0250818562891,208.02157525689674
0,182.6443614967343,404.2849423718836,221.64058087514928
0,191.3974256140032,425.98233698133487,234.58491136733167
0,199.67276619213146,449.35970662359256,249.6869404314611
0,210.92565185811287,471.8175358605768,260.89188400246394
0,221.8399533837143,493.2646293473627,271.4246759636484
0,231.0688608950835,515.2021555734063,284.13329467832284
0,235.9567651985936,537.7809595895196,301.82419439092604
0,241.69543924098534,559.3695738149072,317.67413457392183
0,252.11841862926784,581.1439895463373,329.02557091706944
0,263.55206523824484,604.0819401574518,340.5298749192069
0,278.1286595251384,626.0030336213495,347.87437409621106
0,289.6126422987989,647.7977773976709,358.18513509887197
0,299.4599868645485,668.936960680523,369.47697381597453
0,312.504177013868,692.276248199978,379.77207118611
0,326.16177048297027,716.0838851762201,389.9221146932498
0,340.3899823139693,736.8583044839288,396.4683221699595
1,4.880694457261984,4.880694457261984,0.0
1,17.295738661445377,28.027723618715232,10.731984957269855
1,26.11652944900135,52.39260990258974,26.27608045358839
1,42.13317815271462,74.9469052040271,32.81372705131248
1,58.77001757559558,98.24281031724732,39.47279274165174
1,68.11358858267259,122.08137399789612,53.96778541522353
1,75.52621795775612,144.21313125726502,68.6869132995089
1,86.26376225067393,166.8260544025592,80.56229215188527
1,96.85899405460337,187.8480213367633,90.98902728215994
1,105.50734501950292,209.49215037462037,103.98480535511744
1,116.84329818794859,230.65948421594422,113.81618602799563
1,126.90693117591287,251.94840414163392,125.04147296572104
1,131.26525735040326,274.396973677843,143.13171632743973
1,138.33002644034852,297.04571969148435,158.71569325113583
1,150.3350911242846,318.18065197107114,167.84556084678655
1,160.87822940270212,339.36582476732053,178.48759536461841
1,168.29592634712415,362.88362176057615,194.587695413452
1,173.75207371686128,384.84034163591184,211.08826791905057
1,185.68652466429486,406.1869178497485,220.50039318545365
1,193.08417697525948,427.9058047020129,234.82162772675343
1,202.5797837286135,449.7192128383807,247.1394291097672
1,212.77850016224014,470.90307099458494,258.12457083234483
1,224.25625104087916,491.9298468315295,267.6735957906503
1,232.55112179056295,512.9813430988482,280.4302213082853
1,238.52742820665935,534.4904328071765,295.96300460051714
1,242.12326168965689,555.4314702236346,313.30820853397773
1,258.8337123929231,579.1478994571856,320.31418706426257
1,268.8312518903457,600.6759703838519,331.8447184935062
1,278.6803477330024,623.1089974128894,344.428649679887
1,291.6972850244254,645.5099607193164,353.81267569489097
1,303.5442162140205,667.833971806734,364.2897555927135
1,315.81488420542297,690.1368377887896,374.3219535833667
1,332.0296003977391,710.8329535209826,378.80335312324354
2,8.622536223337471,8.622536223337471,0.0
2,19.925184612129097,30.396432202265082,10.471247590135984
2,29.810304095394777,53.48502687732917,23.674722781934392
2,44.95549966293983,75.02200917522651,30.066509512286686
2,63.761513513728254,98.25398449222786,34.492470978499604
2,69.49638882163005,120.09199504177315,50.5956062201431
2,77.03349636195061,143.01717643062813,65.98368006867751
2,90.39348993227695,164.96297601978523,74.56948608750828
2,99.43391969065024,189.30100635807258,89.86708666742234
2,109.61334329799543,211.94756225864631,102.33421896065089
2,123.49457118923637,232.84517196933967,109.3506007801033
2,127.69169819784136,256.35425214092476,128.6625539430834
2,135.42726867848654,277.8263023308967,142.39903365241014
2,140.00860745628157,298.9971101693366,158.98850271305506
2,156.46339736343597,321.505139391825,165.04174202838905
2,161.22936015992144,343.3752007893775,182.14584062945607
2,168.6506363768988,366.1480005196784,197.49736414277962
2,176.76337257959787,388.9652886800025,212.20191610040465
2,188.9797041987411,409.8322012833808,220.8524970846397
2,196.0987776437667,433.8734820298408,237.77470438607406
2,208.16893033296898,455.3687370232795,247.1998066903105
2,215.2155052788565,478.29074363033516,263.0752383514787
2,227.96306014230638,499.5909574441169,271.62789730181055
2,234.32707417550455,522.3662739209387,288.0391997454342
2,239.61564719703736,543.8082518986914,304.1926047016541
2,246.89936575178967,566.7572589329932,319.8578931812035
2,262.5649754022674,590.0323071889136,327.4673317866462
2,273.3482816981543,612.7938154153082,339.4455337171539
2,284.26764761713554,636.2119296006415,351.94428198350596
2,296.6379470610583,657.5940001420233,360.95605308096503
2,309.4373647849001,678.7654729298804,369.32810814498026
2,320.57684257371204,700.6519000939581,380.0750575202461
2,335.62743073117025,722.4066887311194,386.77925799994915
