job_index,worker_id,submit_time,start_time,waiting_time
0,0,7.698940669914171,7.698940669914171,0.0
1,0,76.50351202092668,76.50351202092668,0.0
2,0,92.92763904423087,99.65054118237992,6.722902138149053
3,0,97.38317554326117,121.42443716130754,24.041261618046363
4,0,110.52616500925065,143.96867692075273,33.44251191150208
5,0,113.91864283941362,168.33356320462724,54.41492036521362
6,0,174.3556070578539,191.42215787969133,17.06655082183744
7,0,189.4470323990235,213.10016834340593,23.653135944382427
8,0,191.1699346298383,235.6544636448433,44.484529015004995
9,0,243.92917596471145,257.19144594274064,13.262269978029195
10,0,247.98170554369233,281.3893405159523,33.407634972259984
11,0,259.35626602797913,304.6852456291725,45.328979601193396
12,0,280.25286809775076,327.91722094617387,47.66435284842311
13,0,309.44003758481176,349.5741354187538,40.134097833942064
14,0,322.2392213156599,373.41269909940263,51.173477783742726
15,0,373.5895056574544,395.2507096489479,21.661203991493494
16,0,403.96475962556434,416.9385713299324,12.973811704368075
17,0,427.6468898674363,439.0703285893013,11.423438721865011
18,0,433.09595492357954,461.9955099781563,28.89955505457675
19,0,457.5754711371841,483.0431379040291,25.467666766845014
20,0,618.0039952763331,618.0039952763331,0.0
21,0,624.150475111475,639.9497948654902,15.799319754015187
22,0,676.9773314626901,676.9773314626901,0.0
23,0,677.0776126691592,697.9992983968942,20.921685727735053
24,0,708.0540196302572,722.3373287351816,14.283309104924342
25,0,752.4125665742416,752.4125665742416,0.0
26,0,774.9640560890434,774.9640560890434,0.0
27,0,822.1216670851604,822.1216670851604,0.0
28,0,843.0001131861274,843.6574169974224,0.6573038112950371
29,0,864.2660758937178,864.8247508387462,0.5586749450284287
30,0,885.3456084908488,885.7223605494396,0.37675205859079597
31,0,889.1377881430956,908.1744274477855,19.03663930468997
32,0,930.0559733570989,930.0559733570989,0.0
33,0,937.6215771734583,953.565053528684,15.943476355225698
34,0,1012.5530901970938,1012.5530901970938,0.0
35,0,1028.743933852096,1035.0016597333029,6.257725881206852
36,0,1128.7310052648597,1128.7310052648597,0.0
37,0,1140.9347918657097,1150.4277256265693,9.492933760859614
38,0,1173.2543417025174,1173.2543417025174,0.0
39,0,1208.8084900200067,1208.8084900200067,0.0
40,0,1281.742974379891,1281.742974379891,0.0
41,0,1284.162621341265,1302.8779066594777,18.715285318212636
42,0,1286.564602909069,1325.3859358819661,38.82133297289715
43,0,1312.0116928049413,1348.1261178048787,36.114424999937455
44,0,1315.0946830306061,1369.3112906011281,54.216607570522
45,0,1320.6029800361644,1391.1813519986806,70.57837196251626
46,0,1333.0182329132042,1412.2300199063955,79.21178699319125
47,0,1333.2945096357053,1435.747816899651,102.45330726394582
48,0,1390.0254007784627,1458.520616629952,68.49521585148932
49,0,1402.8011468155703,1480.4884093793569,77.68726256378659
50,0,1713.351656932252,1713.351656932252,0.0
51,0,1719.5374086719653,1736.168945092576,16.6315364206107
52,0,1719.995397723929,1760.4288056081705,40.43340788424143
53,0,1740.4015323100314,1781.7753818220071,41.37384951197578
54,0,1792.298564420249,1802.6422944253854,10.343730005136422
55,0,1875.7898260713264,1875.7898260713264,0.0
56,0,1880.7381695756785,1897.5087129235908,16.77054334791228
57,0,1886.9741130292825,1921.5499936700508,34.57588064076822
58,0,1970.7449272434153,1970.7449272434153,0.0
59,0,1992.8399527722293,1992.8399527722293,0.0
60,0,2083.4725708950145,2083.4725708950145,0.0
61,0,2116.1879769067714,2116.1879769067714,0.0
62,0,2120.816727558467,2137.3718350629756,16.55510750450867
63,0,2122.3170373885387,2160.2938416700313,37.976804281492605
64,0,2149.2065119674166,2181.740935156817,32.53442318940051
65,0,2174.120702919391,2202.7677109937617,28.64700807437066
66,0,2235.417899295339,2235.417899295339,0.0
67,0,2259.2477020201227,2259.2477020201227,0.0
68,0,2347.6154548558425,2347.6154548558425,0.0
69,0,2348.9727063040673,2370.3907713326644,21.418065028597084
70,0,2363.951846303443,2392.9695753487777,29.017729045334818
71,0,2376.260115824926,2414.478665057106,38.21854923218007
72,0,2408.870277783908,2435.9206430348586,27.050365250950563
73,0,2432.2973675752905,2457.509257260246,25.211889684955622
74,0,2438.0204566262146,2478.4502946767043,40.42983805048971
75,0,2465.718132505982,2501.399301711006,35.68116920502416
76,0,2516.172294931101,2523.173717442436,7.001422511335022
77,0,2567.3298172809787,2567.3298172809787,0.0
78,0,2578.393756837618,2590.604865536899,12.211108699280885
79,0,2610.7306907636635,2613.5428161480136,2.812125384350111
80,0,2624.379336982528,2635.07088707468,10.691550092151829
81,0,2630.6178473956898,2657.8323953010745,27.214547905384734
82,0,2682.5294532003613,2682.5294532003613,0.0
83,0,2720.110852692565,2720.110852692565,0.0
84,0,2723.685742740149,2743.5289668778983,19.843224137749075
85,0,2757.1574833163404,2765.3237106542197,8.166227337879263
86,0,2767.3842711114403,2787.7246739606467,20.340402849206384
87,0,2784.4533732782156,2809.1067445020285,24.653371223812883
88,0,2814.4579782535807,2830.2459277848807,15.7879495313
89,0,2819.7547014440006,2852.5699388722983,32.81523742829768
90,0,2853.125572871207,2873.7414116601553,20.615838788948167
91,0,2899.8276514044837,2899.8276514044837,0.0
92,0,2952.807611265074,2952.807611265074,0.0
93,0,3006.829345952336,3006.829345952336,0.0
94,0,3034.2722758307664,3034.2722758307664,0.0
95,0,3039.441589386296,3054.9683915629594,15.526802176663296
96,0,3071.247814397364,3076.7231802001206,5.475365802756642
97,0,3074.8585615126262,3097.4975995078294,22.639037995203125
98,0,3134.2364611309986,3134.2364611309986,0.0
99,0,3164.6705364363347,3164.6705364363347,0.0
