job_index,worker_id,submit_time,start_time,waiting_time
0,0,2.261998539758424,2.261998539758424,0.0
1,0,14.502699837540025,27.94129431803296,13.438594480492934
2,0,17.116636222572403,51.088323479486206,33.9716872569138
3,0,26.24772579493672,72.86221945841382,46.6144936634771
4,0,34.0536954443275,95.40645921785901,61.35276377353151
5,0,36.86088899195782,119.77134550173352,82.9104565097757
6,0,40.061026823434474,142.8599401767976,102.79891335336313
7,0,53.10418810185504,164.5379506405122,111.43376253865716
8,0,54.146658068640356,187.09224594194959,132.94558787330922
9,0,54.54130244643758,208.62922823984692,154.08792579340934
10,0,70.03310410135853,232.8271228130586,162.79401871170006
11,0,74.93546692996422,256.1230279262788,181.18756099631457
12,0,94.33715205286093,279.3550032432801,185.0178511904192
13,0,95.9360110010178,301.0119177158601,205.0759067148423
14,0,120.64248496730902,324.8504813965089,204.20799642919985
15,0,126.92225593800629,346.68849194605417,219.76623600804788
16,0,127.28494814995544,368.37635362703867,241.09140547708324
17,0,136.20804727509116,390.50811088640756,254.3000636113164
18,0,142.67070673713508,413.43329227526254,270.7625855381275
19,0,151.36206429704077,434.48092020113535,283.1188559040946
20,0,158.83335917145223,457.09384334642954,298.2604841749773
21,0,179.66839397391058,479.03964293558664,299.3712489616761
22,0,179.8057548533801,500.38473904688425,320.57898419350414
23,0,182.2641536079154,521.4067059810884,339.142552373173
24,0,205.80953371457477,545.7447363193758,339.935202604801
25,0,218.2809173417068,567.974800473047,349.6938831313402
26,0,231.2833235059456,589.6189295109041,358.3356060049585
27,0,240.7335892220746,612.2654854114778,371.5318961894032
28,0,241.13703931209636,633.8012353237398,392.6641960116434
29,0,245.710052478365,654.9685691650636,409.2585166866986
30,0,246.10165761277474,675.866178875757,429.76452126298227
31,0,265.2604937767536,698.3182457741029,433.0577519973493
32,0,276.69434233891,719.6071656997926,442.9128233608826
33,0,290.35479936568436,743.1162458713777,452.76144650569336
34,0,296.24773698654525,764.7320009525545,468.4842639660092
35,0,312.9338162193617,787.1805704887636,474.2467542694019
36,0,323.5725918517844,808.6526206787355,485.0800288269511
37,0,342.09915269398766,830.3493410404451,488.25018834645743
38,0,342.1159965322476,852.9980870540865,510.88209052183885
39,0,346.95353615788093,874.1688948925264,527.2153587346454
40,0,352.4097331043319,894.7860552128084,542.3763221084764
41,0,368.89999494223935,915.9209874923952,547.0209925501558
42,0,373.6408343640732,938.4290167148836,564.7881823508103
43,0,392.8263351799525,961.1691986377962,568.3428634578437
44,0,405.996304408187,982.3543714340456,576.3580670258586
45,0,412.3620691530237,1004.224432831598,591.8623636785744
46,0,412.8385005351676,1025.273100739313,612.4346002041452
47,0,436.12772922261166,1048.7908977325685,612.6631685099569
48,0,442.4525653936093,1071.5636974628694,629.1111320692601
