submit_time,start_time,waiting_time
1.0308043999005472,1.0308043999005472,0.0
17.16090302978995,26.710100178175082,9.549197148385133
17.63497658095787,49.85712933962833,32.22215275867046
26.70985919650503,71.63102531855594,44.92116612205091
38.50960175292384,94.17526507800113,55.66566332507729
47.27788194034206,118.54015136187564,71.26226942153357
66.6062587383861,141.62874603693973,75.02248729855363
77.51057200557574,163.30675650065433,85.79618449507859
85.32915314434246,185.8610518020917,100.53189865774925
86.73367523182813,207.39803409998905,120.66435886816092
96.44769991151372,231.59592867320072,135.148228761687
112.85821489607045,254.89183378642093,142.03361889035048
121.35238557224693,278.1238091034223,156.77142353117534
134.1788984800834,299.78072357600223,165.60182509591883
152.45581078047147,323.61928725665103,171.16347647617957
169.18420124745268,345.4572978061963,176.27309655874365
170.01528539736591,367.1451594871808,197.1298740898149
188.38591480892575,389.2769167465497,200.89100193762397
199.14584598828998,412.2020981354047,213.05625214711472
205.48342417186814,433.2497260612775,227.76630188940936
214.27749083315584,455.8626492065717,241.58515837341585
217.91992011904145,477.8084487957288,259.8885286766873
223.6981624837174,499.1535449070264,275.455382423309
237.50149333160297,520.1755118412304,282.67401850962744
243.47011901541433,544.5135421795178,301.0434231641035
254.27066529911232,566.7436063331891,312.4729410340767
269.25526263454657,588.3877353710461,319.13247273649955
275.05206501778366,611.0342912716198,335.9822262538362
303.6106046323612,632.5700411838818,328.95943655152064
307.57518802829276,653.7373750252057,346.1621869969129
323.6359513962669,674.634984735899,350.99903333963215
328.58673690502525,697.087051634245,368.5003147292197
342.7787305652695,718.3759715599347,375.5972409946652
344.93152819804476,741.8850517315198,396.953523533475
354.87296368165664,763.5008068126965,408.62784313103987
370.1448550670568,785.9493763489056,415.8045212818488
376.4864896342695,807.4214265388775,430.93493690460804
402.3507025685951,829.1181469005871,426.767444331992
411.0638941373355,851.7668929142285,440.70299877689297
419.0664219348387,872.9377007526684,453.87127881782976
423.57475678989476,893.5548610729504,469.98010428305565
425.9505830546568,914.6897933525372,488.7392102978804
443.8868202685543,937.1978225750256,493.3110023064713
454.889611818788,959.9380044979382,505.0483926791502
459.1128838212236,981.1231772941876,522.010293472964
484.2801868514087,1002.9932386917401,518.7130518403314
498.1439408975714,1024.041906599455,525.8979657018835
504.9918893163576,1047.5597035927105,542.5678142763529
518.1458457070498,1070.3325033230115,552.1866576159616
525.672615726251,1092.3002960724164,566.6276803461653
531.0051157310388,1114.257015947752,583.2519002167132
536.9448201300834,1137.0743041080761,600.1294839779928
542.022649256331,1161.3341646236706,619.3115153673397
550.3623637620692,1182.6807408375073,632.3183770754381
554.7854758779106,1203.5476534408856,648.762177562975
565.9538040588585,1225.245048050337,659.2912439914784
567.7903100625746,1246.9639349026013,679.1736248400267
581.8444590405794,1271.0052156490613,689.1607566084818
588.2040131611989,1294.382585291319,706.1785721301201
598.8008894171394,1316.1959934276867,717.3951040105474
605.9045805802505,1337.6912484211255,731.786667840875
610.3877283426292,1360.1490776581097,749.7613493154805
618.9461141249611,1381.332935814314,762.3868216893528
622.3649824454151,1404.2549424213696,781.8899599759545
630.2746574681364,1425.7020359081555,795.4273784400191
642.2259023654732,1446.7288117451,804.5029093796269
660.3865093429469,1468.0290255588818,807.642516215935
677.6665594147975,1489.9665517849255,812.299992370128
697.6674352104143,1511.0180480522442,813.35061284183
714.1644109748996,1533.7933645290661,819.6289535541665
720.2305732848861,1556.3721685451794,836.1415952602933
725.7547957989508,1577.8812582535077,852.1264624545569
731.2652102253643,1599.3232362312604,868.0580260058961
740.4183646166382,1620.911850456648,880.4934858400097
755.8106258509875,1641.852887873106,886.0422620221185
764.4371625140761,1664.8018949074078,900.3647323933317
778.9851067528496,1686.5763106388379,907.5912038859883
780.3940920209177,1710.292739872389,929.8986478514712
795.9223154609906,1733.5677881283093,937.6454726673187
806.7401597999191,1756.5057387394238,949.7655789395047
812.2364012938331,1778.03380966609,965.797408372257
822.7856846379153,1800.7953178924847,978.0096332545694
829.5186413295928,1822.7164113563824,993.1977700267896
830.7192772705462,1845.14943838542,1014.4301611148737
838.6930765196876,1868.5675525707532,1029.8744760510656
858.8404645385004,1890.3622963470746,1031.521831808574
872.8726456831462,1912.7632596535016,1039.8906139703554
887.5337289654469,1934.1453301948834,1046.6116012294365
894.6945329807229,1955.2845134777356,1060.5899804970127
896.1596733193705,1977.6085245651532,1081.4488512457826
908.8177503153231,1998.7799973530102,1089.9622470376871
917.3135252725033,2022.1192848724652,1104.805759599962
933.8489383039135,2044.4221508545209,1110.5732125506074
938.4363602734547,2066.3085780185984,1127.8722177451436
946.474831625028,2090.1162149948404,1143.6413833698125
953.0988083913724,2110.8123307270334,1157.713522335661
958.0521951395386,2132.5671193641947,1174.5149242246562
963.7402448035227,2153.3415386719034,1189.6012938683807
970.9662786204325,2174.371495251112,1203.4052166306792
1004.4134617025754,2197.474351410322,1193.0608897077466
