Inter_Arrival_Column,Average_Waiting_Time
inter_arrival_time_M_low,19.235078254932134
inter_arrival_time_G_low,9.153372075235854
inter_arrival_time_M_near,73.53173323519222
inter_arrival_time_G_near,22.983422328168086
inter_arrival_time_M_high,664.0393403771654
inter_arrival_time_G_high,597.369679402207
inter_arrival_time_M_ultra,946.8416940726809
inter_arrival_time_G_ultra,938.2646415934896
